,connector,player_id,game_id,home_team,away_team,season_type,week,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,qtr,down,yrdln,ydstogo,desc,injured_first_name,injured_last_name,injured_team,injured_player_num,Contact/ non-contact,injury area,player role,season,team,position,depth_chart_position,jersey_number,status,full_name,first_name,last_name,birth_date,height,weight,college,years_exp,game_type,football_name,smart_id,entry_year,week.1,day,date,time,winner.tie,loser.tie,pts_w,pts_l,yds_w,tov_w,yds_l,tov_l,season.1,loser_is_home,Home_Team,Away_Team,Home_abbr,Away_abbr,num_injuries,num_plays,surface,surface_type,stadium,dome,Avg_Temp,Avg_Feels_Like,Avg_Wind_MPH,Avg_Humidity_Percent,Avg_Percipitation_Prob_Percent,Home_latitude,Home_longitude,Away_latitude,Away_longitude,distance_miles,HOME_day_since_last_game,AWAY_day_since_last_game
327,2019_08_TB_TEN_Brate,2019_TB_84_Brate,2019_08_TB_TEN,TEN,TB,REG,8,TB,away,TEN,TB,58,43765,377,377,377,Half2,4,1,TB 42,10,(6:17) (Shotgun) 3-J.Winston pass incomplete short left to 84-C.Brate. TB-84-C.Brate was injured during the play. His return is Questionable.,C,Brate,TB,84,non contact,upper body,pass catcher,2019,TB,TE,TE,84,Active,Cameron Brate,Cameron,Brate,07/03/1991 00:00,77,245,Harvard,5,REG,Cameron,32004252-4166-3798-c2b3-ef206ba23ba8,2014,8,Sun,10/27/19,13:00:00,Tennessee Titans,Tampa Bay Buccaneers,27,23,246,1,389,4,2019,FALSE,Tennessee Titans,Tampa Bay Buccaneers,TEN,TB,5,191,Bermuda Grass,Grass,Nissan Stadium,FALSE,59.75,59.75,1.75,77.5,0,36.1992,-86.8045,27.9798,-82.495,621.2535638,7,14
328,2019_08_TB_TEN_Jones,2019_TEN_60_Jones,2019_08_TB_TEN,TEN,TB,REG,8,TEN,home,TB,TEN,75,43765,663,1563,1563,Half2,3,2,TEN 25,10,(11:03) (Shotgun) 17-R.Tannehill pass short middle to 19-T.Sharpe to TEN 32 for 7 yards (26-S.Bunting). TEN-60-B.Jones was injured during the play. His return is Questionable.,B,Jones,TEN,60,contact,lower body,pass blocker,2019,TEN,OL,C,60,Active,Ben Jones,Benjamin,Jones,07/02/1989 00:00,75,308,Georgia,7,CON,Ben,32004a4f-4e07-8067-89ab-799503141302,2012,8,Sun,10/27/19,13:00:00,Tennessee Titans,Tampa Bay Buccaneers,27,23,246,1,389,4,2019,FALSE,Tennessee Titans,Tampa Bay Buccaneers,TEN,TB,5,191,Bermuda Grass,Grass,Nissan Stadium,FALSE,59.75,59.75,1.75,77.5,0,36.1992,-86.8045,27.9798,-82.495,621.2535638,7,14
329,2019_08_TB_TEN_Lewan,2019_TEN_77_Lewan,2019_08_TB_TEN,TEN,TB,REG,8,TEN,home,TB,TEN,67,43765,113,113,113,Half2,4,1,TEN 33,10,(1:53) 22-D.Henry up the middle to TEN 35 for 2 yards (98-A.Nelson; 45-D.White). TEN-77-T.Lewan was injured during the play. His return is Questionable.,T,Lewan,TEN,77,contact,lower body,run blocker,2019,TEN,OL,T,77,Active,Taylor Lewan,Taylor,Lewan,7/22/91,79,309,Michigan,5,CON,Taylor,32004c45-5700-2883-b622-ba38489a4e2c,2014,8,Sun,10/27/19,13:00:00,Tennessee Titans,Tampa Bay Buccaneers,27,23,246,1,389,4,2019,FALSE,Tennessee Titans,Tampa Bay Buccaneers,TEN,TB,5,191,Bermuda Grass,Grass,Nissan Stadium,FALSE,59.75,59.75,1.75,77.5,0,36.1992,-86.8045,27.9798,-82.495,621.2535638,7,14
330,2019_08_TB_TEN_Lewan,2019_TEN_77_Lewan,2019_08_TB_TEN,TEN,TB,REG,8,TEN,home,TB,TB,23,43765,503,503,503,Half2,4,2,TB 23,6,(8:23) (Shotgun) 17-R.Tannehill pass short middle to 10-A.Humphries to TB 10 for 13 yards (28-V.Hargreaves). TEN-77-T.Lewan was injured during the play. His return is Questionable.,T,Lewan,TEN,77,contact,head,pass blocker,2019,TEN,OL,T,77,Active,Taylor Lewan,Taylor,Lewan,7/22/91,79,309,Michigan,5,CON,Taylor,32004c45-5700-2883-b622-ba38489a4e2c,2014,8,Sun,10/27/19,13:00:00,Tennessee Titans,Tampa Bay Buccaneers,27,23,246,1,389,4,2019,FALSE,Tennessee Titans,Tampa Bay Buccaneers,TEN,TB,5,191,Bermuda Grass,Grass,Nissan Stadium,FALSE,59.75,59.75,1.75,77.5,0,36.1992,-86.8045,27.9798,-82.495,621.2535638,7,14
331,2019_08_TB_TEN_Saffold,2019_TEN_76_Saffold,2019_08_TB_TEN,TEN,TB,REG,8,TEN,home,TB,TEN,59,43765,166,1066,2866,Half1,1,2,TEN 41,4,(2:46) (Shotgun) 17-R.Tannehill pass short left to 86-A.Firkser to TEN 49 for 8 yards (54-L.David). TEN-76-R.Saffold was injured during the play. His return is Questionable.,R,Saffold,TEN,76,contact,lower body,pass blocker,2019,TEN,OL,G,76,Active,Rodger Saffold,Rodger,Saffold,06/06/1988 00:00,77,325,Indiana,9,CON,Rodger,32005341-4640-8541-2bbc-ef7e27a3a3bb,2010,8,Sun,10/27/19,13:00:00,Tennessee Titans,Tampa Bay Buccaneers,27,23,246,1,389,4,2019,FALSE,Tennessee Titans,Tampa Bay Buccaneers,TEN,TB,5,191,Bermuda Grass,Grass,Nissan Stadium,FALSE,59.75,59.75,1.75,77.5,0,36.1992,-86.8045,27.9798,-82.495,621.2535638,7,14
332,2019_08_WAS_MIN_Rhodes,2019_MIN_29_Rhodes,2019_08_WAS_MIN,MIN,WAS,REG,8,WAS,away,MIN,WAS,78,43762,854,1754,1754,Half2,3,2,WAS 22,9,(14:14) 7-D.Haskins pass short left to 87-J.Sprinkle to WAS 28 for 6 yards (97-E.Griffen). MIN-29-X.Rhodes was injured during the play.,X,Rhodes,MIN,29,contact,head,tackler,2019,MIN,DB,CB,29,Active,Xavier Rhodes,Xavier,Rhodes,6/19/90,73,218,Florida State,6,DIV,Xavier,32005248-4f55-2860-8f85-4d9914114b25,2013,8,Thu,10/24/19,20:20:00,Minnesota Vikings,Washington Redskins,19,9,434,1,216,2,2019,FALSE,Minnesota Vikings,Washington Redskins,MIN,WAS,1,149,UBU Sports Speed S5-M,Turf,U.S. Bank Stadium,TRUE,34.75,34.75,0,71,36.25,44.9746,-93.2598,39.0267,-77.4441,908.0382463,4,4
333,2019_09_CLE_DEN_Robinson,2019_CLE_78_Robinson,2019_09_CLE_DEN,DEN,CLE,REG,9,CLE,away,DEN,DEN,34,43772,280,280,280,Half2,4,2,DEN 34,10,"(4:40) (Shotgun) 24-N.Chubb up the middle to DEN 25 for 9 yards (95-D.Wolfe, 51-T.Davis). CLE-78-G.Robinson was injured during the play.",G,Robinson,CLE,78,non contact,lower body,run blocker,2019,CLE,OL,OT,78,Active,Greg Robinson,Gregory,Robinson,10/21/92,77,332,Auburn,5,REG,Greg,3200524f-4250-1818-202c-12ce32d97431,2014,9,Sun,11/03/2019 00:00,16:25:00,Denver Broncos,Cleveland Browns,24,19,302,1,351,0,2019,FALSE,Denver Broncos,Cleveland Browns,DEN,CLE,4,166,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,56.75,56.75,4.75,23.25,0,39.5791,-104.83,41.506,-81.7001,1218.12549,7,7
334,2019_09_CLE_DEN_Robinson,2019_CLE_78_Robinson,2019_09_CLE_DEN,DEN,CLE,REG,9,CLE,away,DEN,DEN,22,43772,732,732,732,Half2,4,1,DEN 22,10,(12:12) 25-D.Hilliard up the middle to DEN 23 for -1 yards (98-M.Purcell). CLE-78-G.Robinson was injured during the play.,G,Robinson,CLE,78,contact,lower body,run blocker,2019,CLE,OL,OT,78,Active,Greg Robinson,Gregory,Robinson,10/21/92,77,332,Auburn,5,REG,Greg,3200524f-4250-1818-202c-12ce32d97431,2014,9,Sun,11/03/2019 00:00,16:25:00,Denver Broncos,Cleveland Browns,24,19,302,1,351,0,2019,FALSE,Denver Broncos,Cleveland Browns,DEN,CLE,4,166,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,56.75,56.75,4.75,23.25,0,39.5791,-104.83,41.506,-81.7001,1218.12549,7,7
335,2019_09_CLE_DEN_Seals-Jones,2019_CLE_83_Seals-Jones,2019_09_CLE_DEN,DEN,CLE,REG,9,CLE,away,DEN,DEN,19,43772,24,24,1824,Half1,2,3,DEN 19,10,(:24) (Shotgun) 6-B.Mayfield pass short middle to 83-R.Seals-Jones to DEN 12 for 7 yards (22-K.Jackson). CLE-83-R.Seals-Jones was injured during the play.,R,Seals-Jones,CLE,83,contact,knee,pass catcher,2019,CLE,TE,TE,83,Active,Ricky Seals-Jones,Roderick,Seals-Jones,3/15/95,77,243,Texas A&amp;M,2,REG,Ricky,32005345-4144-9742-e3b2-759908a92e0d,2017,9,Sun,11/03/2019 00:00,16:25:00,Denver Broncos,Cleveland Browns,24,19,302,1,351,0,2019,FALSE,Denver Broncos,Cleveland Browns,DEN,CLE,4,166,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,56.75,56.75,4.75,23.25,0,39.5791,-104.83,41.506,-81.7001,1218.12549,7,7
336,2019_09_CLE_DEN_Vernon,2019_CLE_54_Vernon,2019_09_CLE_DEN,DEN,CLE,REG,9,DEN,home,CLE,DEN,71,43772,156,156,156,Half2,4,2,DEN 29,9,(2:36) (Shotgun) Direct snap to 30-P.Lindsay. 30-P.Lindsay left end to DEN 45 for 16 yards (54-O.Vernon). CLE-54-O.Vernon was injured during the play.,O,Vernon,CLE,54,contact,knee,tackler,2019,CLE,DL,DE,54,Active,Olivier Vernon,Olivier,Vernon,10/07/1990 00:00,74,262,Miami,7,REG,Olivier,32005645-5261-3364-e2d6-9d33363d38f6,2012,9,Sun,11/03/2019 00:00,16:25:00,Denver Broncos,Cleveland Browns,24,19,302,1,351,0,2019,FALSE,Denver Broncos,Cleveland Browns,DEN,CLE,4,166,Kentucky Bluegrass,Grass,Empower Field at Mile High,FALSE,56.75,56.75,4.75,23.25,0,39.5791,-104.83,41.506,-81.7001,1218.12549,7,7
337,2019_09_DAL_NYG_Peppers,2019_NYG_21_Peppers,2019_09_DAL_NYG,NYG,DAL,REG,9,DAL,away,NYG,NYG,43,43773,586,586,586,Half2,4,1,NYG 43,10,"(9:46) 4-D.Prescott pass short right to 82-J.Witten to NYG 22 for 21 yards (20-Ja.Jenkins). NYG-21-J.Peppers was injured during the play. PENALTY on DAL-18-R.Cobb, Illegal Blindside Block, 15 yards, enforced at NYG 34. Officially, a pass for 9 yards.",J,Peppers,NYG,21,contact,groin,pass rusher,2019,NYG,DB,FS,21,,Jabrill Peppers,Jabrill,Peppers,10/04/1995 00:00,71,215,Michigan,2,REG,Jabrill,32005045-5042-0619-4e7d-a0d4df4a4ea7,2017,9,Mon,11/04/2019 00:00,20:15:00,Dallas Cowboys,New York Giants,37,18,429,2,271,3,2019,TRUE,New York Giants,Dallas Cowboys,NYG,DAL,1,186,FieldTurf Classic HD,Turf,MetLife Stadium,FALSE,51,51,3.75,58.25,0,40.8137,-74.0829,32.9049,-97.0359,1376.31221,8,15
338,2019_09_DET_LV_Amendola,2019_DET_80_Amendola,2019_09_DET_LV,LV,DET,REG,9,DET,away,LV,DET,65,43772,611,611,611,Half2,4,1,DET 35,10,(10:11) 9-M.Stafford pass incomplete deep right to 80-D.Amendola. DET-80-D.Amendola was injured during the play.,D,Amendola,DET,80,non contact,upper body,pass catcher,2019,DET,WR,WR,80,Active,Danny Amendola,Daniel,Amendola,11/02/1985 00:00,71,185,Texas Tech,11,REG,Danny,3200414d-4535-9918-e336-c0dd118d7e30,2008,9,Sun,11/03/2019 00:00,16:05:00,Oakland Raiders,Detroit Lions,31,24,450,0,473,2,2019,FALSE,Oakland Raiders,Detroit Lions,LV,DET,4,185,Bermuda Grass,Grass,Oakland Coliseum,FALSE,72,72,3.5,29,0,37.7567,-122.1931,42.34,-83.0455,2076.145411,7,7
339,2019_09_DET_LV_Brown,2019_LV_77_Brown,2019_09_DET_LV,LV,DET,REG,9,LV,home,DET,LV,57,43772,652,1552,3352,Half1,1,1,LV 43,10,(10:52) 28-J.Jacobs right tackle pushed ob at DET 40 for 17 yards (27-J.Coleman). OAK-77-T.Brown was injured during the play. He is Out.,T,Brown,LV,77,contact,lower body,run blocker,2019,LV,OL,T,77,,Trent Brown,Trent,Brown,4/13/93,80,380,Florida,4,REG,Trent,32004252-4f73-9325-7786-18cc8995e060,2015,9,Sun,11/03/2019 00:00,16:05:00,Oakland Raiders,Detroit Lions,31,24,450,0,473,2,2019,FALSE,Oakland Raiders,Detroit Lions,LV,DET,4,185,Bermuda Grass,Grass,Oakland Coliseum,FALSE,72,72,3.5,29,0,37.7567,-122.1931,42.34,-83.0455,2076.145411,7,7
340,2019_09_DET_LV_Hand,2019_DET_93_Hand,2019_09_DET_LV,LV,DET,REG,9,LV,home,DET,DET,27,43772,659,1559,1559,Half2,3,3,DET 27,2,(10:59) (Shotgun) 4-D.Carr pass incomplete deep right to 16-T.Williams (29-R.Melvin). DET-93-D.Hand was injured during the play.,D,Hand,DET,93,contact,unknown,pass rusher,2019,DET,DL,DL,93,,Da'Shawn Hand,Da'Shawn,Hand,11/14/95,75,297,Alabama,1,REG,Da'Shawn,32004841-4e08-3056-e4d2-1b26ded29329,2018,9,Sun,11/03/2019 00:00,16:05:00,Oakland Raiders,Detroit Lions,31,24,450,0,473,2,2019,FALSE,Oakland Raiders,Detroit Lions,LV,DET,4,185,Bermuda Grass,Grass,Oakland Coliseum,FALSE,72,72,3.5,29,0,37.7567,-122.1931,42.34,-83.0455,2076.145411,7,7
341,2019_09_DET_LV_Hockenson,2019_DET_88_Hockenson,2019_09_DET_LV,LV,DET,REG,9,DET,away,LV,DET,58,43772,82,82,82,Half2,4,2,DET 42,10,(1:22) (Shotgun) 9-M.Stafford pass incomplete deep middle to 88-T.Hockenson (25-E.Harris). DET-88-T.Hockenson was injured during the play.,T,Hockenson,DET,88,contact,head,pass catcher,2019,DET,TE,TE,88,,T.J. Hockenson,T.J.,Hockenson,07/03/1997 00:00,77,247,Iowa,0,REG,T.J.,3200484f-4342-2041-c442-6c874885b155,2019,9,Sun,11/03/2019 00:00,16:05:00,Oakland Raiders,Detroit Lions,31,24,450,0,473,2,2019,FALSE,Oakland Raiders,Detroit Lions,LV,DET,4,185,Bermuda Grass,Grass,Oakland Coliseum,FALSE,72,72,3.5,29,0,37.7567,-122.1931,42.34,-83.0455,2076.145411,7,7
342,2019_09_GB_LAC_Allison,2019_GB_81_Allison,2019_09_GB_LAC,LAC,GB,REG,9,GB,away,LAC,GB,71,43772,611,611,611,Half2,4,2,GB 29,6,(10:11) (Shotgun) 12-A.Rodgers pass short middle to 81-G.Allison to GB 37 for 8 yards (27-J.Watkins). LAC-27-J.Watkins was injured during the play. GB-81-G.Allison was injured during the play.,G,Allison,GB,81,contact,upper body,pass catcher,2019,GB,WR,WR,81,Active,Geronimo Allison,Geronimo,Allison,1/18/94,75,202,Illinois,3,CON,Geronimo,3200414c-4c71-3965-6283-5b398ba32110,2016,9,Sun,11/03/2019 00:00,16:25:00,Los Angeles Chargers,Green Bay Packers,26,11,442,0,184,0,2019,FALSE,Los Angeles Chargers,Green Bay Packers,LAC,GB,3,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,4.75,42.5,0,33.8642,-118.261,44.5011,-88.0623,1763.314679,7,7
343,2019_09_GB_LAC_Martinez,2019_GB_50_Martinez,2019_09_GB_LAC,LAC,GB,REG,9,LAC,home,GB,GB,22,43772,581,1481,3281,Half1,1,1,GB 22,10,(9:41) 25-M.Gordon up the middle to GB 17 for 5 yards (26-D.Savage). GB-50-B.Martinez was injured during the play.,B,Martinez,GB,50,contact,upper body,tackler,2019,GB,LB,ILB,50,Active,Blake Martinez,Blake,Martinez,01/09/1994 00:00,74,237,Stanford,3,CON,Blake,32004d41-5277-6230-c3a3-0290a0ccc6d0,2016,9,Sun,11/03/2019 00:00,16:25:00,Los Angeles Chargers,Green Bay Packers,26,11,442,0,184,0,2019,FALSE,Los Angeles Chargers,Green Bay Packers,LAC,GB,3,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,4.75,42.5,0,33.8642,-118.261,44.5011,-88.0623,1763.314679,7,7
344,2019_09_GB_LAC_Perryman,2019_LAC_52_Perryman,2019_09_GB_LAC,LAC,GB,REG,9,GB,away,LAC,LAC,46,43772,172,1072,1072,Half2,3,1,LAC 46,10,(2:52) (Shotgun) 33-A.Jones right guard to LAC 39 for 7 yards (52-D.Perryman; 27-J.Watkins). LAC-52-D.Perryman was injured during the play.,D,Perryman,LAC,52,contact,lower body,run defender,2019,LAC,LB,ILB,52,Active,Denzel Perryman,Denzel,Perryman,12/05/1992 00:00,71,240,Miami,4,REG,Denzel,32005045-5277-5462-491f-9c5c82a7d666,2015,9,Sun,11/03/2019 00:00,16:25:00,Los Angeles Chargers,Green Bay Packers,26,11,442,0,184,0,2019,FALSE,Los Angeles Chargers,Green Bay Packers,LAC,GB,3,166,Hellas Matrix Turf,Turf,SoFi Stadium,TRUE,72.75,72.75,4.75,42.5,0,33.8642,-118.261,44.5011,-88.0623,1763.314679,7,7
345,2019_09_HOU_JAX_Dunn,2019_HOU_92_Dunn,2019_09_HOU_JAX,JAX,HOU,REG,9,JAX,home,HOU,HOU,46,43772,821,821,821,Half2,4,2,HOU 46,10,(13:41) (Shotgun) 15-G.Minshew II pass short left to 27-L.Fournette to HOU 37 for 9 yards (22-G.Conley). HOU-92-B.Dunn was injured during the play. His return is Probable.,B,Dunn,HOU,92,contact,face,pass rusher,2019,HOU,DL,DT,92,Active,Brandon Dunn,Brandon,Dunn,09/05/1992 00:00,74,310,Louisville,5,DIV,Brandon,32004455-4e51-2273-a822-f3a298ebfe59,2014,9,Sun,11/03/2019 00:00,09:30:00,Houston Texans,Jacksonville Jaguars,26,3,410,1,356,4,2019,TRUE,Jacksonville Jaguars,Houston Texans,JAX,HOU,2,170,Bermuda Grass,Grass,TIAA Bank Field,FALSE,46.25,43.75,4.25,85.5,51.75,30.3237,-81.636,29.6849,-95.4106,824.9147434,7,7
346,2019_09_HOU_JAX_Stills,2019_HOU_12_Stills,2019_09_HOU_JAX,JAX,HOU,REG,9,HOU,away,JAX,HOU,92,43772,261,1161,2961,Half1,1,3,HOU 8,8,(4:21) (Shotgun) 4-D.Watson pass short left to 12-K.Stills to HOU 19 for 11 yards (37-T.Herndon) [93-C.Campbell]. HOU-12-K.Stills was injured during the play. His return is Probable.,K,Stills,HOU,12,contact,upper body,pass catcher,2019,HOU,WR,WR,12,Active,Kenny Stills,Kenneth,Stills,4/22/92,73,202,Oklahoma,6,DIV,Kenny,32005354-4941-7540-2f57-a0adf1ab483e,2013,9,Sun,11/03/2019 00:00,09:30:00,Houston Texans,Jacksonville Jaguars,26,3,410,1,356,4,2019,TRUE,Jacksonville Jaguars,Houston Texans,JAX,HOU,2,170,Bermuda Grass,Grass,TIAA Bank Field,FALSE,46.25,43.75,4.25,85.5,51.75,30.3237,-81.636,29.6849,-95.4106,824.9147434,7,7
347,2019_09_IND_PIT_Brissett,2019_IND_7_Brissett,2019_09_IND_PIT,PIT,IND,REG,9,IND,away,PIT,PIT,12,43772,766,766,2566,Half1,2,1,PIT 12,12,(12:46) (Shotgun) 7-J.Brissett pass incomplete short right to 20-J.Wilkins. IND-7-J.Brissett was injured during the play.,J,Brissett,IND,7,contact,lower body,passer,2019,IND,QB,QB,7,Active,Jacoby Brissett,Jacoby,Brissett,12/11/1992 00:00,76,235,North Carolina State,3,REG,Jacoby,32004252-4951-6391-fb1e-f908d9b96e12,2016,9,Sun,11/03/2019 00:00,13:00:00,Pittsburgh Steelers,Indianapolis Colts,26,24,273,2,328,3,2019,FALSE,Pittsburgh Steelers,Indianapolis Colts,PIT,IND,1,172,Kentucky Bluegrass,Grass,Heinz Field,FALSE,47.5,44.75,5.75,43.25,0,40.4467,-80.0158,39.7255,-86.2698,334.2782555,6,7
348,2019_09_NYJ_MIA_Biegel,2019_MIA_47_Biegel,2019_09_NYJ_MIA,MIA,NYJ,REG,9,NYJ,away,MIA,NYJ,70,43772,340,340,2140,Half1,2,2,NYJ 30,5,"(5:40) (No Huddle, Shotgun) 14-S.Darnold pass short left to 17-V.Smith to NYJ 47 for 17 yards (52-R.McMillan; 56-D.Godchaux). MIA-47-V.Biegel was injured during the play. His return is Questionable. PENALTY on NYJ-75-C.Edoga, Illegal Use of Hands, 10 yards, enforced at NYJ 30 - No Play.",V,Biegel,MIA,47,contact,face,pass rusher,2019,MIA,LB,LB,47,Active,Vince Biegel,Vincent,Biegel,07/02/1993 00:00,75,246,Wisconsin,2,REG,Vince,32004249-4532-8770-1f87-e70ee4709c76,2017,9,Sun,11/03/2019 00:00,13:00:00,Miami Dolphins,New York Jets,26,18,316,0,321,1,2019,FALSE,Miami Dolphins,New York Jets,MIA,NYJ,4,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,82.5,88.5,5.75,72.75,2.25,25.9579,-80.2388,40.8137,-74.0829,1085.437819,6,7
349,2019_09_NYJ_MIA_McLendon,2019_NYJ_99_McLendon,2019_09_NYJ_MIA,MIA,NYJ,REG,9,MIA,home,NYJ,MIA,61,43772,4,904,904,Half2,3,1,MIA 39,10,"(:04) (Shotgun) 14-R.Fitzpatrick pass short left to 19-J.Grant to MIA 47 for 8 yards (99-S.McLendon, 97-N.Shepherd). NYJ-99-S.McLendon was injured during the play. His return is Questionable.",S,McLendon,NYJ,99,contact,upper body,tackler,2019,NYJ,DL,NT,99,Active,Steve McLendon,Stephen,McLendon,01/03/1986 00:00,75,310,Troy,10,REG,Steve,32004d43-4c58-9496-173d-63622d601895,2009,9,Sun,11/03/2019 00:00,13:00:00,Miami Dolphins,New York Jets,26,18,316,0,321,1,2019,FALSE,Miami Dolphins,New York Jets,MIA,NYJ,4,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,82.5,88.5,5.75,72.75,2.25,25.9579,-80.2388,40.8137,-74.0829,1085.437819,6,7
350,2019_09_NYJ_MIA_Montgomery,2019_NYJ_88_Montgomery,2019_09_NYJ_MIA,MIA,NYJ,REG,9,MIA,home,NYJ,MIA,94,43772,485,1385,3185,Half1,1,4,MIA 6,12,"(8:05) (Punt formation) 2-M.Haack punts 57 yards to NYJ 37, Center-46-T.Pepper, fair catch by 10-B.Berrios. NYJ-88-T.Montgomery was injured during the play. His return is Questionable. Penalty on NYJ-88-T.Montgomery, Running Into the Kicker, declined.",T,Montgomery,NYJ,88,contact,knee,punt rusher,2019,NYJ,RB,RB,88,Active,Ty Montgomery,Ty,Montgomery,1/22/93,72,216,Stanford,4,REG,Ty,32004d4f-4e67-7133-aabc-f8fd3a30b39d,2015,9,Sun,11/03/2019 00:00,13:00:00,Miami Dolphins,New York Jets,26,18,316,0,321,1,2019,FALSE,Miami Dolphins,New York Jets,MIA,NYJ,4,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,82.5,88.5,5.75,72.75,2.25,25.9579,-80.2388,40.8137,-74.0829,1085.437819,6,7
351,2019_09_NYJ_MIA_Williams,2019_MIA_18_Williams,2019_09_NYJ_MIA,MIA,NYJ,REG,9,MIA,home,NYJ,NYJ,26,43772,759,1659,1659,Half2,3,2,NYJ 26,10,(12:39) (Shotgun) 14-R.Fitzpatrick pass incomplete deep left to 18-P.Williams [48-J.Jenkins]. MIA-18-P.Williams was injured during the play. His return is Questionable.,P,Williams,MIA,18,non contact,upper body,pass catcher,2019,MIA,WR,WR,18,,Preston Williams,Preston,Williams,3/27/97,77,218,Colorado State,0,REG,Preston,32005749-4c46-9697-124a-eb66b52308ae,2019,9,Sun,11/03/2019 00:00,13:00:00,Miami Dolphins,New York Jets,26,18,316,0,321,1,2019,FALSE,Miami Dolphins,New York Jets,MIA,NYJ,4,183,Bermuda Grass,Grass,Hard Rock Stadium,TRUE,82.5,88.5,5.75,72.75,2.25,25.9579,-80.2388,40.8137,-74.0829,1085.437819,6,7
352,2019_09_SF_ARI_Humphries,2019_ARI_74_Humphries,2019_09_SF_ARI,ARI,SF,REG,9,ARI,home,SF,SF,19,43769,792,1692,3492,Half1,1,1,SF 19,10,(13:12) (Shotgun) 1-K.Murray pass short left to 87-M.Williams to SF 7 for 12 yards (41-E.Moseley). ARI-74-D.Humphries was injured during the play.,D,Humphries,ARI,74,non contact,lower body,pass blocker,2019,ARI,OL,OT,74,Active,D.J. Humphries,DeMarcus,Humphries,12/28/93,77,307,Florida,4,REG,D.J.,32004855-4d72-8022-b4bf-94e3429ecec8,2015,9,Thu,10/31/19,20:20:00,San Francisco 49ers,Arizona Cardinals,28,25,411,0,357,0,2019,TRUE,Arizona Cardinals,San Francisco 49ers,ARI,SF,3,185,Bermuda Grass,Grass,State Farm Stadium,TRUE,67.75,67.75,1.25,6.25,0,33.5276,-112.2626,37.4029,-121.9678,607.8612283,4,4
353,2019_09_SF_ARI_Kittle,2019_SF_85_Kittle,2019_09_SF_ARI,ARI,SF,REG,9,SF,away,ARI,SF,77,43769,725,1625,3425,Half1,1,1,SF 23,10,(12:05) 26-T.Coleman left tackle to SF 23 for no gain (56-T.Suggs). SF-85-G.Kittle was injured during the play.,G,Kittle,SF,85,contact,"knee, ankle",run blocker,2019,SF,TE,TE,85,Active,George Kittle,George,Kittle,10/09/1993 00:00,76,250,Iowa,2,SB,George,32004b49-5438-8290-eeed-c9c9cca62ec1,2017,9,Thu,10/31/19,20:20:00,San Francisco 49ers,Arizona Cardinals,28,25,411,0,357,0,2019,TRUE,Arizona Cardinals,San Francisco 49ers,ARI,SF,3,185,Bermuda Grass,Grass,State Farm Stadium,TRUE,67.75,67.75,1.25,6.25,0,33.5276,-112.2626,37.4029,-121.9678,607.8612283,4,4
354,2019_09_SF_ARI_McDonald,2019_ARI_93_McDonald,2019_09_SF_ARI,ARI,SF,REG,9,SF,away,ARI,ARI,26,43769,397,1297,1297,Half2,3,2,ARI 26,12,(6:37) (Shotgun) 10-J.Garoppolo pass short left to 22-M.Breida to ARI 21 for 5 yards (95-R.Gunter). ARI-93-C.McDonald was injured during the play.,C,McDonald,ARI,93,contact,head,tackler,2019,ARI,DL,DT,93,,Clinton McDonald,Clinton,McDonald,01/06/1987 00:00,74,297,Memphis,10,REG,Clinton,32004d43-4424-2013-d058-38a6f5f3ef39,2009,9,Thu,10/31/19,20:20:00,San Francisco 49ers,Arizona Cardinals,28,25,411,0,357,0,2019,TRUE,Arizona Cardinals,San Francisco 49ers,ARI,SF,3,185,Bermuda Grass,Grass,State Farm Stadium,TRUE,67.75,67.75,1.25,6.25,0,33.5276,-112.2626,37.4029,-121.9678,607.8612283,4,4
355,2019_09_TB_SEA_Evans,2019_TB_13_Evans,2019_09_TB_SEA,SEA,TB,REG,9,TB,away,SEA,TB,67,43772,809,1709,1709,Half2,3,1,TB 33,10,"(13:29) 72-J.Wells reported in as eligible. 27-R.Jones up the middle to TB 37 for 4 yards (54-B.Wagner, 50-K.Wright). TB-13-M.Evans was injured during the play.",M,Evans,TB,13,contact,lower body,run blocker,2019,TB,WR,WR,13,,Mike Evans,Mike,Evans,8/21/93,77,231,Texas A&amp;M,5,REG,Mike,32004556-4153-4309-b2ed-6b8233f6fea5,2014,9,Sun,11/03/2019 00:00,16:05:00,Seattle Seahawks,Tampa Bay Buccaneers,40,34,492,1,418,1,2019,FALSE,Seattle Seahawks,Tampa Bay Buccaneers,SEA,TB,1,206,FieldTurf Revolution 360,Turf,Lumen Field,FALSE,53,53,4,71.25,0,47.5932,-122.3318,27.9798,-82.495,2522.890449,7,7
